date,name,value
2015-10-31,ÔÃÊ«·çÒ÷,18119
2015-10-31,ÃµÁÕ¿­,16691
2015-10-31,À¼Þ¢,16168
2015-10-31,ÑÅÊ«À¼÷ì,16132
2015-10-31,¿ÆÑÕÊÏ,15930
2015-10-31,°ÍÀèÅ·À³ÑÅ,12980
2015-10-31,Ñ©»¨Ðã,12731
2015-10-31,À¼Ö¥,11204
2015-10-31,ÏãÄÎ¶ù,11046
2015-10-31,º«Êø,10948
2015-10-31,Ù»±Ì,10081
2015-10-31,°ÙÈ¸Áç,9288
2015-10-31,ÑÅÑú,9286
2015-10-31,ÍêÃÀ,7741
2015-10-31,µÏ°Â,7409
2015-10-30,ÃµÁÕ¿­,14597
2015-10-30,À¼Þ¢,13671
2015-10-30,¿ÆÑÕÊÏ,13537
2015-10-30,ÑÅÊ«À¼÷ì,13420
2015-10-30,ÔÃÊ«·çÒ÷,12432
2015-10-30,Ñ©»¨Ðã,8975
2015-10-30,Ù»±Ì,8864
2015-10-30,°ÍÀèÅ·À³ÑÅ,8856
2015-10-30,À¼Ö¥,8145
2015-10-30,Ë¿Ü½À¼,7080
2015-10-30,ÏãÄÎ¶ù,6945
2015-10-30,ÑÅÑú,6841
2015-10-30,×ÊÉúÌÃ,6699
2015-10-30,ð¥ÀÙÊ«,5561
2015-10-30,º«Êø,5206
2015-11-04,ÃµÁÕ¿­,42658
2015-11-04,ÑÅÊ«À¼÷ì,18783
2015-11-04,¿ÆÑÕÊÏ,18053
2015-11-04,À¼Þ¢,17684
2015-11-04,ÔÃÊ«·çÒ÷,16976
2015-11-04,Ñ©»¨Ðã,13050
2015-11-04,°ÍÀèÅ·À³ÑÅ,12425
2015-11-04,Ù»±Ì,12005
2015-11-04,À¼Ö¥,11421
2015-11-04,ÑÅÑú,9412
2015-11-04,Ë¿Ü½À¼,9158
2015-11-04,ð¥ÀÙÊ«,9060
2015-11-04,ÏãÄÎ¶ù,8692
2015-11-04,º«Êø,8160
2015-11-04,×ÊÉúÌÃ,7834
2015-11-03,ÃµÁÕ¿­,27593
2015-11-03,¿ÆÑÕÊÏ,23266
2015-11-03,ÑÅÊ«À¼÷ì,23139
2015-11-03,À¼Þ¢,22802
2015-11-03,ÔÃÊ«·çÒ÷,22305
2015-11-03,Ñ©»¨Ðã,17710
2015-11-03,°ÍÀèÅ·À³ÑÅ,16387
2015-11-03,À¼Ö¥,15686
2015-11-03,Ù»±Ì,14961
2015-11-03,ÏãÄÎ¶ù,13043
2015-11-03,ÑÅÑú,12524
2015-11-03,º«Êø,11781
2015-11-03,°ÙÈ¸Áç,11409
2015-11-03,ð¥ÀÙÊ«,10369
2015-11-03,Ë¿Ü½À¼,9987
2015-11-05,ÃµÁÕ¿­,60641
2015-11-05,¿ÆÑÕÊÏ,22047
2015-11-05,ÑÅÊ«À¼÷ì,21843
2015-11-05,À¼Þ¢,20576
2015-11-05,ÔÃÊ«·çÒ÷,19713
2015-11-05,Ñ©»¨Ðã,15947
2015-11-05,°ÍÀèÅ·À³ÑÅ,14496
2015-11-05,Ë¿Ü½À¼,14462
2015-11-05,À¼Ö¥,13623
2015-11-05,Ù»±Ì,13524
2015-11-05,ÏãÄÎ¶ù,10769
2015-11-05,ÑÅÑú,10327
2015-11-05,ð¥ÀÙÊ«,10174
2015-11-05,º«Êø,9810
2015-11-05,°ÙÈ¸Áç,9421
2015-11-06,Ë¿Ü½À¼,25761
2015-11-06,ÃµÁÕ¿­,20101
2015-11-06,¿ÆÑÕÊÏ,17119
2015-11-06,ÑÅÊ«À¼÷ì,16236
2015-11-06,À¼Þ¢,14710
2015-11-06,ÔÃÊ«·çÒ÷,14305
2015-11-06,Ñ©»¨Ðã,10645
2015-11-06,Ù»±Ì,10180
2015-11-06,°ÍÀèÅ·À³ÑÅ,10125
2015-11-06,Ë¿ËþÜ½,9713
2015-11-06,À¼Ö¥,9304
2015-11-06,ð¥ÀÙÊ«,8336
2015-11-06,ÑÅÑú,7511
2015-11-06,×ÊÉúÌÃ,7397
2015-11-06,ÏãÄÎ¶ù,6334
2015-11-02,ÑÅÊ«À¼÷ì,17839
2015-11-02,À¼Þ¢,17618
2015-11-02,¿ÆÑÕÊÏ,17071
2015-11-02,ÃµÁÕ¿­,16888
2015-11-02,ÔÃÊ«·çÒ÷,16400
2015-11-02,Ñ©»¨Ðã,12456
2015-11-02,°ÍÀèÅ·À³ÑÅ,12374
2015-11-02,Ù»±Ì,11514
2015-11-02,À¼Ö¥,10653
2015-11-02,ÏãÄÎ¶ù,9617
2015-11-02,ÑÅÑú,9451
2015-11-02,º«Êø,7848
2015-11-02,Ë¿Ü½À¼,7823
2015-11-02,×ÊÉúÌÃ,7600
2015-11-02,°ÙÈ¸Áç,7367
2015-11-07,Ë¿Ü½À¼,26383
2015-11-07,¿ÆÑÕÊÏ,17402
2015-11-07,ÃµÁÕ¿­,16982
2015-11-07,ÔÃÊ«·çÒ÷,15098
2015-11-07,ÑÅÊ«À¼÷ì,14642
2015-11-07,À¼Þ¢,14145
2015-11-07,Ë¿ËþÜ½,11108
2015-11-07,°ÍÀèÅ·À³ÑÅ,10480
2015-11-07,Ñ©»¨Ðã,9733
2015-11-07,Ù»±Ì,9626
2015-11-07,À¼Ö¥,8810
2015-11-07,ÑÅÑú,8533
2015-11-07,º«Êø,7944
2015-11-07,ð¥ÀÙÊ«,7350
2015-11-07,ÏãÄÎ¶ù,7222
2015-11-01,ÔÃÊ«·çÒ÷,16877
2015-11-01,À¼Þ¢,15740
2015-11-01,ÃµÁÕ¿­,15495
2015-11-01,¿ÆÑÕÊÏ,15411
2015-11-01,ÑÅÊ«À¼÷ì,15389
2015-11-01,°ÍÀèÅ·À³ÑÅ,12059
2015-11-01,Ñ©»¨Ðã,11494
2015-11-01,º«Êø,10388
2015-11-01,À¼Ö¥,10354
2015-11-01,Ù»±Ì,10184
2015-11-01,ÏãÄÎ¶ù,9966
2015-11-01,ÑÅÑú,8932
2015-11-01,°ÙÈ¸Áç,8753
2015-11-01,ÍêÃÀ,7291
2015-11-01,µÏ°Â,6637
2015-11-09,ÃµÁÕ¿­,41024
2015-11-09,¿ÆÑÕÊÏ,40620
2015-11-09,À¼Þ¢,37896
2015-11-09,ÑÅÊ«À¼÷ì,37689
2015-11-09,ÔÃÊ«·çÒ÷,37343
2015-11-09,Ë¿Ü½À¼,35596
2015-11-09,Ñ©»¨Ðã,28242
2015-11-09,°ÍÀèÅ·À³ÑÅ,27003
2015-11-09,À¼Ö¥,26443
2015-11-09,º«Êø,25317
2015-11-09,ÏãÄÎ¶ù,23470
2015-11-09,Ù»±Ì,22334
2015-11-09,°ÙÈ¸Áç,20522
2015-11-09,Ë¿ËþÜ½,19783
2015-11-09,ÑÅÑú,18871
2015-11-10,¿ÆÑÕÊÏ,34632
2015-11-10,ÔÃÊ«·çÒ÷,30327
2015-11-10,ÃµÁÕ¿­,28552
2015-11-10,ÑÅÊ«À¼÷ì,28524
2015-11-10,À¼Þ¢,28137
2015-11-10,°ÍÀèÅ·À³ÑÅ,20550
2015-11-10,º«Êø,19986
2015-11-10,Ñ©»¨Ðã,19492
2015-11-10,Ë¿Ü½À¼,19016
2015-11-10,À¼Ö¥,18981
2015-11-10,Ù»±Ì,18878
2015-11-10,°ÙÈ¸Áç,15094
2015-11-10,ÏãÄÎ¶ù,14581
2015-11-10,ÑÅÑú,13470
2015-11-10,°Û²Ý¼¯,12957
2015-11-08,ÃµÁÕ¿­,30178
2015-11-08,Ë¿Ü½À¼,27686
2015-11-08,¿ÆÑÕÊÏ,27507
2015-11-08,ÔÃÊ«·çÒ÷,26484
2015-11-08,ÑÅÊ«À¼÷ì,25601
2015-11-08,À¼Þ¢,24703
2015-11-08,°ÍÀèÅ·À³ÑÅ,19059
2015-11-08,Ñ©»¨Ðã,17757
2015-11-08,º«Êø,17634
2015-11-08,À¼Ö¥,16935
2015-11-08,Ù»±Ì,15889
2015-11-08,°ÙÈ¸Áç,15126
2015-11-08,Ë¿ËþÜ½,14884
2015-11-08,ÏãÄÎ¶ù,14552
2015-11-08,ÑÅÑú,13583
2015-11-12,¿ÆÑÕÊÏ,29948
2015-11-12,ÑÅÊ«À¼÷ì,29839
2015-11-12,ÃµÁÕ¿­,28087
2015-11-12,À¼Þ¢,26990
2015-11-12,ÔÃÊ«·çÒ÷,26963
2015-11-12,Ñ©»¨Ðã,20819
2015-11-12,°ÍÀèÅ·À³ÑÅ,18926
2015-11-12,À¼Ö¥,17240
2015-11-12,ÏãÄÎ¶ù,17038
2015-11-12,º«Êø,16506
2015-11-12,Ù»±Ì,15048
2015-11-12,°ÙÈ¸Áç,13700
2015-11-12,Ë¿Ü½À¼,12151
2015-11-12,µÏ°Â,12085
2015-11-12,ÑÅÑú,11294
2015-11-13,ÑÅÊ«À¼÷ì,28624
2015-11-13,¿ÆÑÕÊÏ,28311
2015-11-13,À¼Þ¢,25735
2015-11-13,ÔÃÊ«·çÒ÷,25236
2015-11-13,ÃµÁÕ¿­,24023
2015-11-13,Ñ©»¨Ðã,19934
2015-11-13,°ÍÀèÅ·À³ÑÅ,17294
2015-11-13,ÏãÄÎ¶ù,16860
2015-11-13,À¼Ö¥,16602
2015-11-13,Ù»±Ì,14189
2015-11-13,º«Êø,13939
2015-11-13,ÑÅÑú,13366
2015-11-13,Ë¿Ü½À¼,12483
2015-11-13,°ÙÈ¸Áç,12041
2015-11-13,µÏ°Â,11997
2015-11-15,¿ÆÑÕÊÏ,17978
2015-11-15,À¼Þ¢,17081
2015-11-15,ÔÃÊ«·çÒ÷,17008
2015-11-15,ÑÅÊ«À¼÷ì,16941
2015-11-15,ÃµÁÕ¿­,15259
2015-11-15,°ÍÀèÅ·À³ÑÅ,12892
2015-11-15,Ñ©»¨Ðã,12229
2015-11-15,ÏãÄÎ¶ù,11529
2015-11-15,À¼Ö¥,10792
2015-11-15,º«Êø,10057
2015-11-15,ÑÅÑú,9886
2015-11-15,Ù»±Ì,9725
2015-11-15,°ÙÈ¸Áç,9273
2015-11-15,ÍêÃÀ,8701
2015-11-15,µÏ°Â,8403
2015-11-11,ÔÃÊ«·çÒ÷,35221
2015-11-11,ÃµÁÕ¿­,32618
2015-11-11,¿ÆÑÕÊÏ,32179
2015-11-11,ÑÅÊ«À¼÷ì,28781
2015-11-11,À¼Þ¢,28005
2015-11-11,º«Êø,25358
2015-11-11,°ÍÀèÅ·À³ÑÅ,23393
2015-11-11,°ÙÈ¸Áç,19606
2015-11-11,À¼Ö¥,19542
2015-11-11,Ñ©»¨Ðã,18724
2015-11-11,Ù»±Ì,17288
2015-11-11,×ÔÈ»ÌÃ,16026
2015-11-11,Ë¿Ü½À¼,15751
2015-11-11,ÏãÄÎ¶ù,14536
2015-11-11,°Û²Ý¼¯,14250
2015-11-14,ÔÃÊ«·çÒ÷,24859
2015-11-14,¿ÆÑÕÊÏ,24606
2015-11-14,ÑÅÊ«À¼÷ì,23612
2015-11-14,À¼Þ¢,23303
2015-11-14,ÃµÁÕ¿­,22000
2015-11-14,Ñ©»¨Ðã,17468
2015-11-14,ÏãÄÎ¶ù,16938
2015-11-14,°ÍÀèÅ·À³ÑÅ,16573
2015-11-14,º«Êø,15186
2015-11-14,À¼Ö¥,14989
2015-11-14,ÑÅÑú,13929
2015-11-14,°ÙÈ¸Áç,12767
2015-11-14,Ù»±Ì,12700
2015-11-14,µÏ°Â,12040
2015-11-14,ÍêÃÀ,10657
2015-11-17,ÃµÁÕ¿­,37402
2015-11-17,À¼Þ¢,35382
2015-11-17,ÑÅÊ«À¼÷ì,34672
2015-11-17,¿ÆÑÕÊÏ,34670
2015-11-17,ÔÃÊ«·çÒ÷,33497
2015-11-17,Ñ©»¨Ðã,29681
2015-11-17,À¼Ö¥,25428
2015-11-17,ÏãÄÎ¶ù,24700
2015-11-17,°ÍÀèÅ·À³ÑÅ,24241
2015-11-17,º«Êø,20038
2015-11-17,ÑÅÑú,19959
2015-11-17,Ù»±Ì,19223
2015-11-17,°ÙÈ¸Áç,19120
2015-11-17,µÏ°Â,18021
2015-11-17,ð¥ÀÙÊ«,15086
2015-11-20,¿ÆÑÕÊÏ,16693
2015-11-20,ÑÅÊ«À¼÷ì,16392
2015-11-20,À¼Þ¢,15476
2015-11-20,ÔÃÊ«·çÒ÷,12942
2015-11-20,Ñ©»¨Ðã,10698
2015-11-20,ÃµÁÕ¿­,10384
2015-11-20,°ÍÀèÅ·À³ÑÅ,9467
2015-11-20,Ù»±Ì,9168
2015-11-20,À¼Ö¥,9039
2015-11-20,ÏãÄÎ¶ù,8355
2015-11-20,Ë¿Ü½À¼,7269
2015-11-20,ÑÅÑú,7040
2015-11-20,×ÊÉúÌÃ,6753
2015-11-20,µÏ°Â,6311
2015-11-20,ð¥ÀÙÊ«,6248
2015-11-16,¿ÆÑÕÊÏ,27389
2015-11-16,ÑÅÊ«À¼÷ì,27367
2015-11-16,À¼Þ¢,26804
2015-11-16,ÃµÁÕ¿­,25756
2015-11-16,ÔÃÊ«·çÒ÷,23892
2015-11-16,Ñ©»¨Ðã,20687
2015-11-16,°ÍÀèÅ·À³ÑÅ,18927
2015-11-16,ÏãÄÎ¶ù,17970
2015-11-16,À¼Ö¥,17079
2015-11-16,ÑÅÑú,15685
2015-11-16,Ù»±Ì,14842
2015-11-16,º«Êø,13879
2015-11-16,µÏ°Â,12871
2015-11-16,°ÙÈ¸Áç,12391
2015-11-16,Ë¿Ü½À¼,11890
2015-11-18,¿ÆÑÕÊÏ,19605
2015-11-18,ÑÅÊ«À¼÷ì,19288
2015-11-18,À¼Þ¢,18757
2015-11-18,ÔÃÊ«·çÒ÷,17001
2015-11-18,ÃµÁÕ¿­,14430
2015-11-18,Ñ©»¨Ðã,14179
2015-11-18,°ÍÀèÅ·À³ÑÅ,12178
2015-11-18,À¼Ö¥,12016
2015-11-18,ÏãÄÎ¶ù,11085
2015-11-18,Ù»±Ì,10669
2015-11-18,ÑÅÑú,9339
2015-11-18,×ÊÉúÌÃ,8275
2015-11-18,Ë¿Ü½À¼,8085
2015-11-18,µÏ°Â,8041
2015-11-18,º«Êø,7853
2015-11-19,À¼Þ¢,35975
2015-11-19,ÑÅÊ«À¼÷ì,35264
2015-11-19,¿ÆÑÕÊÏ,35101
2015-11-19,ÔÃÊ«·çÒ÷,33565
2015-11-19,Ñ©»¨Ðã,30566
2015-11-19,ÃµÁÕ¿­,28548
2015-11-19,À¼Ö¥,26411
2015-11-19,ÏãÄÎ¶ù,25967
2015-11-19,°ÍÀèÅ·À³ÑÅ,24157
2015-11-19,º«Êø,19356
2015-11-19,ÑÅÑú,19014
2015-11-19,Ù»±Ì,18848
2015-11-19,µÏ°Â,18729
2015-11-19,°ÙÈ¸Áç,18620
2015-11-19,ð¥ÀÙÊ«,15037
2015-11-24,ÑÅÊ«À¼÷ì,17684
2015-11-24,À¼Þ¢,15607
2015-11-24,¿ÆÑÕÊÏ,15120
2015-11-24,ÔÃÊ«·çÒ÷,10655
2015-11-24,ÃµÁÕ¿­,9833
2015-11-24,Ñ©»¨Ðã,9326
2015-11-24,°ÍÀèÅ·À³ÑÅ,8804
2015-11-24,Ù»±Ì,8662
2015-11-24,À¼Ö¥,7466
2015-11-24,ÏãÄÎ¶ù,7407
2015-11-24,Ë¿Ü½À¼,6844
2015-11-24,×ÊÉúÌÃ,6555
2015-11-24,µÏ°Â,5698
2015-11-24,ÑÅÑú,5664
2015-11-24,ð¥ÀÙÊ«,5603
2015-11-21,À¼Þ¢,15665
2015-11-21,ÑÅÊ«À¼÷ì,15167
2015-11-21,¿ÆÑÕÊÏ,14881
2015-11-21,ÔÃÊ«·çÒ÷,14475
2015-11-21,ÃµÁÕ¿­,11057
2015-11-21,Ñ©»¨Ðã,10638
2015-11-21,°ÍÀèÅ·À³ÑÅ,10053
2015-11-21,ÏãÄÎ¶ù,9717
2015-11-21,À¼Ö¥,9430
2015-11-21,Ù»±Ì,9063
2015-11-21,ÑÅÑú,7607
2015-11-21,º«Êø,7146
2015-11-21,ÍêÃÀ,7044
2015-11-21,µÏ°Â,7039
2015-11-21,°ÙÈ¸Áç,6790
2015-11-22,ÑÅÊ«À¼÷ì,13518
2015-11-22,À¼Þ¢,13490
2015-11-22,¿ÆÑÕÊÏ,13157
2015-11-22,ÔÃÊ«·çÒ÷,12383
2015-11-22,ÃµÁÕ¿­,10647
2015-11-22,°ÍÀèÅ·À³ÑÅ,9296
2015-11-22,Ñ©»¨Ðã,9268
2015-11-22,ÏãÄÎ¶ù,8651
2015-11-22,Ù»±Ì,7945
2015-11-22,À¼Ö¥,7876
2015-11-22,º«Êø,6735
2015-11-22,ÍêÃÀ,6666
2015-11-22,ÑÅÑú,6659
2015-11-22,µÏ°Â,6286
2015-11-22,×ÊÉúÌÃ,6064
2015-11-23,À¼Þ¢,17423
2015-11-23,ÑÅÊ«À¼÷ì,17325
2015-11-23,¿ÆÑÕÊÏ,16381
2015-11-23,ÔÃÊ«·çÒ÷,13224
2015-11-23,ÃµÁÕ¿­,12083
2015-11-23,Ñ©»¨Ðã,11002
2015-11-23,°ÍÀèÅ·À³ÑÅ,10430
2015-11-23,Ù»±Ì,9351
2015-11-23,À¼Ö¥,9077
2015-11-23,ÏãÄÎ¶ù,8985
2015-11-23,×ÊÉúÌÃ,7392
2015-11-23,Ë¿Ü½À¼,7143
2015-11-23,µÏ°Â,6757
2015-11-23,ð¥ÀÙÊ«,6517
2015-11-23,ÑÅÑú,6428
2015-11-26,ÑÅÊ«À¼÷ì,24230
2015-11-26,¿ÆÑÕÊÏ,22491
2015-11-26,À¼Þ¢,21689
2015-11-26,ÔÃÊ«·çÒ÷,16462
2015-11-26,ÃµÁÕ¿­,12693
2015-11-26,Ù»±Ì,12633
2015-11-26,Ñ©»¨Ðã,12369
2015-11-26,°ÍÀèÅ·À³ÑÅ,11732
2015-11-26,À¼Ö¥,10543
2015-11-26,ÏãÄÎ¶ù,10393
2015-11-26,µÏ°Â,8182
2015-11-26,ÑÅÑú,8059
2015-11-26,ð¥ÀÙÊ«,7760
2015-11-26,×ÊÉúÌÃ,7740
2015-11-26,Ë¿Ü½À¼,7716
2015-11-25,ÑÅÊ«À¼÷ì,19783
2015-11-25,¿ÆÑÕÊÏ,17620
2015-11-25,À¼Þ¢,17442
2015-11-25,ÔÃÊ«·çÒ÷,13778
2015-11-25,Ñ©»¨Ðã,10495
2015-11-25,ÃµÁÕ¿­,10402
2015-11-25,Ù»±Ì,9709
2015-11-25,°ÍÀèÅ·À³ÑÅ,9686
2015-11-25,ÏãÄÎ¶ù,8818
2015-11-25,À¼Ö¥,8644
2015-11-25,×ÊÉúÌÃ,7056
2015-11-25,ÑÅÑú,6894
2015-11-25,Ë¿Ü½À¼,6727
2015-11-25,µÏ°Â,6665
2015-11-25,ð¥ÀÙÊ«,6240
2015-11-27,ÑÅÊ«À¼÷ì,29511
2015-11-27,¿ÆÑÕÊÏ,27970
2015-11-27,À¼Þ¢,23803
2015-11-27,ÔÃÊ«·çÒ÷,17292
2015-11-27,ÔÃÄ¾Ö®Ô´,15951
2015-11-27,Ù»±Ì,15747
2015-11-27,ÃµÁÕ¿­,13960
2015-11-27,Ñ©»¨Ðã,13437
2015-11-27,°ÍÀèÅ·À³ÑÅ,12827
2015-11-27,ÏãÄÎ¶ù,11343
2015-11-27,À¼Ö¥,11092
2015-11-27,ð¥ÀÙÊ«,10462
2015-11-27,Ë¿Ü½À¼,9763
2015-11-27,ÑÅÑú,9362
2015-11-27,×ÊÉúÌÃ,9071
2015-11-28,ÑÅÊ«À¼÷ì,17286
2015-11-28,¿ÆÑÕÊÏ,15027
2015-11-28,À¼Þ¢,14244
2015-11-28,ÔÃÊ«·çÒ÷,11112
2015-11-28,ÃµÁÕ¿­,10477
2015-11-28,Ù»±Ì,8943
2015-11-28,°ÍÀèÅ·À³ÑÅ,7941
2015-11-28,ÏãÄÎ¶ù,7453
2015-11-28,Ñ©»¨Ðã,7091
2015-11-28,ÔÃÄ¾Ö®Ô´,7044
2015-11-28,À¼Ö¥,6104
2015-11-28,ÑÅÑú,6028
2015-11-28,×ÊÉúÌÃ,5641
2015-11-28,ÍêÃÀ,5493
2015-11-28,Ë¿Ü½À¼,5467
2015-11-29,ÑÅÊ«À¼÷ì,14167
2015-11-29,¿ÆÑÕÊÏ,12990
2015-11-29,ÃµÁÕ¿­,12781
2015-11-29,À¼Þ¢,12761
2015-11-29,ÔÃÊ«·çÒ÷,10688
2015-11-29,°ÍÀèÅ·À³ÑÅ,7857
2015-11-29,Ù»±Ì,7664
2015-11-29,ÏãÄÎ¶ù,7316
2015-11-29,Ñ©»¨Ðã,7172
2015-11-29,À¼Ö¥,6439
2015-11-29,ÑÅÑú,5794
2015-11-29,ÔÃÄ¾Ö®Ô´,5735
2015-11-29,ÍêÃÀ,5636
2015-11-29,×ÊÉúÌÃ,5075
2015-11-29,µÏ°Â,5014
2015-11-30,ÑÅÊ«À¼÷ì,24270
2015-11-30,À¼Þ¢,23313
2015-11-30,¿ÆÑÕÊÏ,21993
2015-11-30,ÔÃÊ«·çÒ÷,19472
2015-11-30,Ñ©»¨Ðã,15950
2015-11-30,ÃµÁÕ¿­,15929
2015-11-30,°ÍÀèÅ·À³ÑÅ,13815
2015-11-30,ÏãÄÎ¶ù,12978
2015-11-30,À¼Ö¥,12813
2015-11-30,Ù»±Ì,12175
2015-11-30,ÑÅÑú,10563
2015-11-30,ÔÃÄ¾Ö®Ô´,9822
2015-11-30,µÏ°Â,9484
2015-11-30,ð¥ÀÙÊ«,9034
2015-11-30,°ÙÈ¸Áç,8888
2015-12-06,ÏãÄÎ¶ù,22443
2015-12-06,ÃµÁÕ¿­,8954
2015-12-06,µÏ°Â,8807
2015-12-06,À¼Þ¢,8457
2015-12-06,ÑÅÊ«À¼÷ì,8298
2015-12-06,¿ÆÑÕÊÏ,8028
2015-12-06,°¢ÂêÄá,7522
2015-12-06,ÔÃÊ«·çÒ÷,7200
2015-12-06,Çü³¼ÊÏ,6751
2015-12-06,¼ÍèóÏ£,6523
2015-12-06,Ê¥ÂÞÀ¼,6489
2015-12-06,°ÍÀèÅ·À³ÑÅ,5808
2015-12-06,Ù»±Ì,5536
2015-12-06,Ñ©»¨Ðã,5223
2015-12-06,ÍêÃÀ,4983
2015-12-01,ÑÅÊ«À¼÷ì,19802
2015-12-01,À¼Þ¢,19277
2015-12-01,¿ÆÑÕÊÏ,19037
2015-12-01,ÔÃÊ«·çÒ÷,16875
2015-12-01,ÃµÁÕ¿­,13647
2015-12-01,Ñ©»¨Ðã,13579
2015-12-01,Ù»±Ì,12222
2015-12-01,°ÍÀèÅ·À³ÑÅ,11935
2015-12-01,ÏãÄÎ¶ù,10860
2015-12-01,À¼Ö¥,10308
2015-12-01,ÑÅÑú,9193
2015-12-01,µÏ°Â,8054
2015-12-01,×ÊÉúÌÃ,7847
2015-12-01,ð¥ÀÙÊ«,7637
2015-12-01,º«Êø,7133
2015-12-02,ÏãÄÎ¶ù,27565
2015-12-02,ÑÅÊ«À¼÷ì,14396
2015-12-02,¿ÆÑÕÊÏ,14357
2015-12-02,À¼Þ¢,13647
2015-12-02,µÏ°Â,12498
2015-12-02,ÔÃÊ«·çÒ÷,10796
2015-12-02,ÃµÁÕ¿­,10326
2015-12-02,Ù»±Ì,9283
2015-12-02,Ê¥ÂÞÀ¼,9161
2015-12-02,Ñ©»¨Ðã,8994
2015-12-02,°¢ÂêÄá,8630
2015-12-02,Çü³¼ÊÏ,8294
2015-12-02,°ÍÀèÅ·À³ÑÅ,7974
2015-12-02,¼ÍèóÏ£,6739
2015-12-02,À¼Ö¥,6531
2015-12-03,ÏãÄÎ¶ù,29572
2015-12-03,¿ÆÑÕÊÏ,16395
2015-12-03,ÑÅÊ«À¼÷ì,14902
2015-12-03,À¼Þ¢,13527
2015-12-03,ÃµÁÕ¿­,12737
2015-12-03,µÏ°Â,12401
2015-12-03,ÔÃÊ«·çÒ÷,10534
2015-12-03,Ê¥ÂÞÀ¼,9582
2015-12-03,Ñ©»¨Ðã,9282
2015-12-03,°¢ÂêÄá,9078
2015-12-03,Ù»±Ì,8861
2015-12-03,Çü³¼ÊÏ,8723
2015-12-03,°ÍÀèÅ·À³ÑÅ,7810
2015-12-03,¼ÍèóÏ£,7104
2015-12-03,Ë¿Ü½À¼,6785
2015-12-04,ÏãÄÎ¶ù,26186
2015-12-04,ÃµÁÕ¿­,24300
2015-12-04,¿ÆÑÕÊÏ,14397
2015-12-04,ÑÅÊ«À¼÷ì,13720
2015-12-04,À¼Þ¢,13000
2015-12-04,µÏ°Â,12551
2015-12-04,ÔÃÊ«·çÒ÷,10447
2015-12-04,Ê¥ÂÞÀ¼,9514
2015-12-04,Ñ©»¨Ðã,9323
2015-12-04,°¢ÂêÄá,9171
2015-12-04,Ù»±Ì,8576
2015-12-04,Çü³¼ÊÏ,7905
2015-12-04,°ÍÀèÅ·À³ÑÅ,7865
2015-12-04,Ë¿Ü½À¼,6882
2015-12-04,À¼Ö¥,6779
2015-12-05,ÏãÄÎ¶ù,26020
2015-12-05,ÃµÁÕ¿­,24677
2015-12-05,À¼Þ¢,9366
2015-12-05,µÏ°Â,9319
2015-12-05,ÑÅÊ«À¼÷ì,9153
2015-12-05,¿ÆÑÕÊÏ,8674
2015-12-05,ÔÃÊ«·çÒ÷,8260
2015-12-05,°¢ÂêÄá,7985
2015-12-05,Ê¥ÂÞÀ¼,7290
2015-12-05,Çü³¼ÊÏ,6756
2015-12-05,Ù»±Ì,6401
2015-12-05,°ÍÀèÅ·À³ÑÅ,6120
2015-12-05,Ñ©»¨Ðã,5826
2015-12-05,ÍêÃÀ,5798
2015-12-05,¼ÍèóÏ£,5698
2015-12-07,ÏãÄÎ¶ù,24109
2015-12-07,¿ÆÑÕÊÏ,13804
2015-12-07,ÑÅÊ«À¼÷ì,13557
2015-12-07,À¼Þ¢,13385
2015-12-07,µÏ°Â,12483
2015-12-07,ÔÃÊ«·çÒ÷,11011
2015-12-07,ÃµÁÕ¿­,10962
2015-12-07,Ê¥ÂÞÀ¼,9663
2015-12-07,°¢ÂêÄá,9433
2015-12-07,Ñ©»¨Ðã,9126
2015-12-07,Çü³¼ÊÏ,8856
2015-12-07,Ù»±Ì,8596
2015-12-07,°ÍÀèÅ·À³ÑÅ,8328
2015-12-07,¼ÍèóÏ£,6948
2015-12-07,À¼Ö¥,6593
2015-12-08,ÏãÄÎ¶ù,24371
2015-12-08,ÑÅÊ«À¼÷ì,13523
2015-12-08,¿ÆÑÕÊÏ,13443
2015-12-08,À¼Þ¢,13338
2015-12-08,µÏ°Â,12028
2015-12-08,ÃµÁÕ¿­,11085
2015-12-08,ÔÃÊ«·çÒ÷,10868
2015-12-08,°¢ÂêÄá,9858
2015-12-08,Ñ©»¨Ðã,9562
2015-12-08,Ê¥ÂÞÀ¼,9487
2015-12-08,Çü³¼ÊÏ,8856
2015-12-08,°ÍÀèÅ·À³ÑÅ,8573
2015-12-08,Ù»±Ì,8390
2015-12-08,¼ÍèóÏ£,7209
2015-12-08,À¼Ö¥,6890
2015-12-14,À¼Þ¢,49474
2015-12-14,ÑÅÊ«À¼÷ì,44548
2015-12-14,¿ÆÑÕÊÏ,37823
2015-12-14,ÔÃÊ«·çÒ÷,37278
2015-12-14,ÏãÄÎ¶ù,36973
2015-12-14,Ñ©»¨Ðã,36237
2015-12-14,ÃµÁÕ¿­,28680
2015-12-14,°ÍÀèÅ·À³ÑÅ,28509
2015-12-14,À¼Ö¥,27721
2015-12-14,µÏ°Â,26266
2015-12-14,º«Êø,24317
2015-12-14,Ë®ÃÜÂë,23753
2015-12-14,Ù»±Ì,22613
2015-12-14,°ÙÈ¸Áç,20476
2015-12-14,ÑÅÑú,20213
